,graph_object,num_tasks,num_machines,weights,order,features,psize,GD_cost,LR_cost,RLP_cost,ETF-H_cost,weak_strongman_cost
72,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 2}, {'source': 0, 'target': 4}, {'source': 1, 'target': 5}, {'source': 2, 'target': 5}, {'source': 3, 'target': 4}, {'source': 5, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 3, 5, 4], [1, 2, 6, 7]]","[{'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.5}]","[4.0, 4.0, 3.0000318436, 2.9999972025000003, 1.0, 2.0000182084, 1.9999899240999999, 1.0]",24.73164980786273,24.745513720392296,24.58506,24.58505747976789,24.894436889643686
73,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 1}, {'source': 0, 'target': 2}, {'source': 1, 'target': 3}, {'source': 1, 'target': 7}, {'source': 2, 'target': 7}, {'source': 3, 'target': 6}, {'source': 4, 'target': 7}, {'source': 5, 'target': 6}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 1, 2, 7], [4, 5, 3, 6]]","[{'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.6666666666666665}]","[4.001440129600001, 3.0014523009, 1.9999899240999999, 1.9999899240999999, 3.9985601296000004, 2.9985424569, 1.0, 1.0]",24.741697348075398,24.774817536153463,24.58506,24.58505747976789,25.017511747183033
74,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 7}, {'source': 0, 'target': 3}, {'source': 2, 'target': 6}, {'source': 3, 'target': 6}, {'source': 3, 'target': 5}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 3, 4, 5], [2, 1, 7, 6]]","[{'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}]","[4.0, 2.9999972025000003, 4.0, 2.9999972025000003, 1.9999899240999999, 1.0, 1.0, 1.9999899240999999]",24.757636225719573,24.80518402597145,24.58506,24.58505747976789,25.73166466175666
75,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 1}, {'source': 1, 'target': 5}, {'source': 1, 'target': 6}, {'source': 1, 'target': 7}, {'source': 1, 'target': 3}, {'source': 2, 'target': 7}, {'source': 2, 'target': 5}, {'source': 2, 'target': 4}, {'source': 2, 'target': 3}, {'source': 4, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[2, 1, 5, 3], [0, 4, 6, 7]]","[{'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.6666666666666665}]","[4.0, 3.0001011264, 4.0, 1.0, 2.9998932804, 1.9999899240999999, 1.9999899240999999, 1.0]",24.899390815409994,24.899390815409994,24.58506,24.58505747976789,25.220647934070655
76,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 2}, {'source': 0, 'target': 4}, {'source': 1, 'target': 6}, {'source': 1, 'target': 5}, {'source': 2, 'target': 3}, {'source': 3, 'target': 4}, {'source': 4, 'target': 5}, {'source': 4, 'target': 6}, {'source': 6, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 2, 3, 4, 6, 7], [1, 5]]","[{'constant': 1, 'num_descendants': 7.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 4.0}]","[6.999993062500001, 1.0, 6.0000012600999995, 5.000009044899999, 4.0, 1.0, 1.9999899240999999, 1.0]",27.875627615818143,28.120123351986543,27.49104,27.49104518744131,27.991045187441305
77,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 5}, {'source': 0, 'target': 6}, {'source': 0, 'target': 2}, {'source': 0, 'target': 7}, {'source': 0, 'target': 3}, {'source': 1, 'target': 2}, {'source': 1, 'target': 6}, {'source': 3, 'target': 7}, {'source': 5, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 5, 4, 6], [1, 3, 2, 7]]","[{'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.6666666666666665}]","[4.0007600361, 3.9992400361000002, 1.9999899240999999, 2.9999972025000003, 1.9999899240999999, 2.9999972025000003, 1.0, 1.0]",24.79859660976816,24.808016116622007,24.58506,24.58505747976789,25.195002600831483
78,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 6}, {'source': 0, 'target': 5}, {'source': 1, 'target': 7}, {'source': 2, 'target': 5}, {'source': 3, 'target': 5}, {'source': 4, 'target': 6}, {'source': 5, 'target': 6}, {'source': 6, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 2, 4, 6, 7], [1, 3, 5]]","[{'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.333333333333333}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.6666666666666665}]","[4.0, 4.0, 3.0000318436, 2.9999972025000003, 1.9999899240999999, 2.0000182084, 1.9999899240999999, 1.0]",25.840795134700926,25.873481780932728,25.41348,25.413484604514082,25.300600429391714
79,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 4}, {'source': 0, 'target': 5}, {'source': 0, 'target': 1}, {'source': 1, 'target': 4}, {'source': 2, 'target': 4}, {'source': 3, 'target': 7}, {'source': 4, 'target': 5}, {'source': 4, 'target': 6}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 3, 4, 5], [2, 1, 7, 6]]","[{'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.333333333333333}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.6666666666666665}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.333333333333333}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}]","[4.0003200064, 3.0002050521, 3.9996800063999998, 2.9997893601, 2.0003576356, 1.0, 1.0, 1.9996222464]",24.68528963300797,24.746549960731294,24.58506,24.58505747976789,24.947207611380485
80,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 5}, {'source': 0, 'target': 1}, {'source': 1, 'target': 5}, {'source': 1, 'target': 6}, {'source': 2, 'target': 4}, {'source': 4, 'target': 7}, {'source': 4, 'target': 6}, {'source': 5, 'target': 6}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 1, 5, 7], [2, 4, 3, 6]]","[{'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.1666666666666665}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}]","[4.000080000400001, 3.0001011264, 3.9999200004000004, 1.9999050724, 2.9998932804, 2.0001030625, 1.0, 1.0]",24.609716919055032,24.618045538831964,24.58506,24.58505747976789,24.7566303550217
81,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 6}, {'source': 1, 'target': 7}, {'source': 1, 'target': 4}, {'source': 1, 'target': 2}, {'source': 2, 'target': 7}, {'source': 2, 'target': 3}, {'source': 3, 'target': 6}, {'source': 4, 'target': 6}, {'source': 4, 'target': 5}, {'source': 5, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[1, 4, 0, 3, 6], [2, 5, 7]]","[{'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 7.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}]","[2.9999972025000003, 8.0000162649, 2.9999972025000003, 1.9999899240999999, 4.0, 1.9999899240999999, 1.0, 1.0]",26.325478320565157,26.378053530882035,26.24191,26.261124887670398,26.36185525056353
82,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 1, 'target': 6}, {'source': 1, 'target': 3}, {'source': 2, 'target': 4}, {'source': 2, 'target': 6}, {'source': 3, 'target': 7}, {'source': 4, 'target': 7}, {'source': 5, 'target': 7}, {'source': 6, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[1, 5, 4, 0], [2, 3, 6, 7]]","[{'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.75}]","[1.0, 4.000080000400001, 3.9999200004000004, 2.9999625616000003, 2.0000182084, 3.0000318436, 1.9999899240999999, 1.0]",24.699578035850994,24.79599102422517,24.58506,24.585057479767887,24.72792206135786
83,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 6}, {'source': 0, 'target': 4}, {'source': 0, 'target': 7}, {'source': 1, 'target': 5}, {'source': 2, 'target': 5}, {'source': 2, 'target': 3}, {'source': 2, 'target': 6}, {'source': 3, 'target': 5}, {'source': 4, 'target': 6}, {'source': 4, 'target': 7}, {'source': 5, 'target': 6}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 4, 3, 5, 6], [2, 1, 7]]","[{'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.333333333333333}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.583333333333333}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}]","[5.000009044899999, 1.9999899240999999, 2.9999972025000003, 2.9999972025000003, 4.0, 1.9999899240999999, 1.0, 1.0]",25.22399497904023,25.374238464762698,25.05719,25.220731970159452,25.220731970159452
84,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 6}, {'source': 1, 'target': 3}, {'source': 2, 'target': 6}, {'source': 2, 'target': 7}, {'source': 2, 'target': 5}, {'source': 3, 'target': 5}, {'source': 3, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[2, 1, 3, 5], [0, 4, 6, 7]]","[{'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}]","[4.0, 2.9999972025000003, 4.0, 2.0000182084, 2.9999972025000003, 1.0, 1.9999899240999999, 1.0]",24.850618761372402,24.902272020265045,24.58506,24.58505747976789,24.99963552107049
85,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 5}, {'source': 0, 'target': 1}, {'source': 0, 'target': 4}, {'source': 1, 'target': 6}, {'source': 4, 'target': 7}, {'source': 4, 'target': 6}, {'source': 5, 'target': 7}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 4, 1, 3, 6], [5, 2, 7]]","[{'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}]","[8.0000162649, 2.9999972025000003, 1.9999899240999999, 1.9999899240999999, 4.0, 2.9999972025000003, 1.0, 1.0]",25.597489826574158,25.643164206951,26.24191,25.53480494807372,26.82799576268694
86,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 6}, {'source': 0, 'target': 1}, {'source': 0, 'target': 5}, {'source': 1, 'target': 5}, {'source': 1, 'target': 6}, {'source': 1, 'target': 3}, {'source': 1, 'target': 7}, {'source': 2, 'target': 3}, {'source': 3, 'target': 5}, {'source': 3, 'target': 7}, {'source': 4, 'target': 5}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 1, 3, 7], [2, 4, 6, 5]]","[{'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.625}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.25}]","[4.000440012099999, 3.0004129089, 3.9995600121, 2.0004142096, 2.9995815249, 1.0, 1.9995656836000002, 1.0]",24.762240839470437,24.780409759428068,24.58506,24.58505747976789,25.08247692051916
87,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 3}, {'source': 0, 'target': 1}, {'source': 0, 'target': 6}, {'source': 1, 'target': 6}, {'source': 1, 'target': 2}, {'source': 1, 'target': 7}, {'source': 2, 'target': 6}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 1, 2, 7], [4, 5, 3, 6]]","[{'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}]","[4.000120000900001, 3.0001011264, 2.0001030625, 1.9999050724, 3.9998800009, 2.9998932804, 1.0, 1.0]",24.889532060384244,24.961723986516667,24.58506,24.58505747976789,26.026265101035236
88,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}], 'links': [{'source': 0, 'target': 2}, {'source': 0, 'target': 6}, {'source': 1, 'target': 2}, {'source': 1, 'target': 4}, {'source': 2, 'target': 6}, {'source': 3, 'target': 7}, {'source': 5, 'target': 6}]}",8,2,"[1, 1, 1, 1, 1, 1, 1, 1]","[[0, 3, 2, 7], [1, 5, 4, 6]]","[{'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.333333333333333}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.0}]","[4.0, 4.0, 1.9999899240999999, 2.9999972025000003, 1.9999899240999999, 2.9999972025000003, 1.0, 1.0]",24.713673020694667,24.750161229306958,24.58506,24.58505747976789,24.940946820939043
89,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}, {'id': 8}], 'links': [{'source': 0, 'target': 2}, {'source': 0, 'target': 7}, {'source': 1, 'target': 5}, {'source': 2, 'target': 8}, {'source': 2, 'target': 5}, {'source': 5, 'target': 7}, {'source': 7, 'target': 8}]}",9,2,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0, 2, 5, 7, 8], [1, 3, 4, 6]]","[{'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.5}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.75}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.375}]","[5.000009044899999, 4.0, 4.0, 2.9999972025000003, 1.9999899240999999, 2.9999972025000003, 1.0, 1.9999899240999999, 1.0]",29.263127471369536,29.27281715375544,29.05719,29.05719343476747,29.76466469488353
90,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}, {'id': 8}], 'links': [{'source': 0, 'target': 6}, {'source': 0, 'target': 2}, {'source': 1, 'target': 8}, {'source': 2, 'target': 6}, {'source': 2, 'target': 7}, {'source': 3, 'target': 7}, {'source': 4, 'target': 8}, {'source': 4, 'target': 7}, {'source': 4, 'target': 6}, {'source': 5, 'target': 6}, {'source': 6, 'target': 8}, {'source': 7, 'target': 8}]}",9,2,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[4, 2, 3, 7, 8], [0, 1, 5, 6]]","[{'constant': 1, 'num_descendants': 5.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.25}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.333333333333333}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.645833333333333}]","[4.5000409689, 3.5000048889, 3.5000048889, 2.5000036996, 4.499998542399999, 2.5000036996, 1.4999880676, 1.5000125625, 1.0]",29.358502710522025,29.4402027029854,29.19213,29.19213095368957,29.4384069640137
91,"{'directed': True, 'multigraph': False, 'graph': {}, 'nodes': [{'id': 0}, {'id': 1}, {'id': 2}, {'id': 3}, {'id': 4}, {'id': 5}, {'id': 6}, {'id': 7}, {'id': 8}], 'links': [{'source': 0, 'target': 3}, {'source': 0, 'target': 6}, {'source': 0, 'target': 8}, {'source': 1, 'target': 5}, {'source': 1, 'target': 3}, {'source': 1, 'target': 6}, {'source': 2, 'target': 8}, {'source': 2, 'target': 3}, {'source': 2, 'target': 6}, {'source': 2, 'target': 7}, {'source': 3, 'target': 8}, {'source': 3, 'target': 4}, {'source': 4, 'target': 7}, {'source': 4, 'target': 8}, {'source': 5, 'target': 6}, {'source': 6, 'target': 8}]}",9,2,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[[2, 1, 3, 4, 7], [0, 5, 6, 8]]","[{'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 7.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 6.0, 'trophic_levels': 1.0}, {'constant': 1, 'num_descendants': 4.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 3.0, 'trophic_levels': 2.0}, {'constant': 1, 'num_descendants': 2.0, 'trophic_levels': 2.25}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 3.0}, {'constant': 1, 'num_descendants': 1.0, 'trophic_levels': 2.85}]","[1.6944749584, 6.305522766400001, 7.3055062368999995, 2.9999972025000003, 2.0000182084, 2.9999972025000003, 1.9999899240999999, 1.0, 1.0]",30.418890776816,30.486364766129846,29.61641,31.144307169774443,29.550677263042743
